Mods count: 541
 
jar name                                                                            | mod id (isMCreator)                    | mixin configs
3d-Animated-Doors.zip (resourcepack)                                                |                                        | 
3D-Crystals[v1.2.0].zip (resourcepack)                                              |                                        | 
3d-dripstone_v1.0.1.zip (resourcepack)                                              |                                        | 
3d_items-v5.zip (resourcepack)                                                      |                                        | 
Barebones 3D crops.zip (resourcepack)                                               |                                        | 
Better Lanterns v1.3.2 - 26.1.zip (resourcepack)                                    |                                        | 
Better-Leaves-9.5.zip (resourcepack)                                                |                                        | 
BetterEndCities-NoSpawners-1.21+.zip (resourcepack)                                 |                                        | 
boss-refreshed-v2-1.19-1.21.zip (resourcepack)                                      |                                        | 
cubic-sun-moon-v1.8.5.zip (resourcepack)                                            |                                        | 
Dramatic Skys Demo 1.5.3.36.3.zip (resourcepack)                                    |                                        | 
Drigo 3D Lantern's x Punchy.zip (resourcepack)                                      |                                        | 
EnderEyes_26.1_v3.1.zip (resourcepack)                                              |                                        | 
Fast Better Grass.zip (resourcepack)                                                |                                        | 
Fusion 3D Items v1.0.1 for Minecraft 1.20-1.21.8.zip (resourcepack)                 |                                        | 
IWS-R5a1.zip (resourcepack)                                                         |                                        | 
Os' 2D Iron Bars.zip (resourcepack)                                                 |                                        | 
Quark Programmer Art.zip (resourcepack)                                             |                                        | 
Repurposed_Structures-Better_Strongholds_v8.zip (resourcepack)                      |                                        | 
simple-3d-bars.zip (resourcepack)                                                   |                                        | 
SkyVillages-WaystonesCompat-1.20.1-1.0.3-fabric.zip (resourcepack)                  |                                        | 
TZP_1.20.1_2.7.zip (resourcepack)                                                   |                                        | 
Undopia_3D_Bars_1.21.11_v.1.0.zip (resourcepack)                                    |                                        | 
Undopia_3D_Bookshelf_1.21.11_v.1.0.zip (resourcepack)                               |                                        | 
Undopia_3D_Furnaces_1.21.11_v.1.0.zip (resourcepack)                                |                                        | 
Undopia_3D_Rails_1.21.11_v.1.0.zip (resourcepack)                                   |                                        | 
WhenDungeonsArise-LootTweaks-1.21.1-2.1.64.zip (resourcepack)                       |                                        | 
YFs - 3D Hand Torch and Lanterns.zip (resourcepack)                                 |                                        | 
§1Better.3D.Blocks-v2.7.0-1.21-1.21.1.zip (resourcepack)                            |                                        | 
§6§lClassic 3D§c v2.0.0-A.9§e 1.21.zip (resourcepack)                               |                                        | 
§7Better§bOres§93D §f- 1.21.11§0.zip (resourcepack)                                 |                                        | 
§aRemodeled-Doors§8_§62.2.1.zip (resourcepack)                                      |                                        | 
§eExtended_Illumina_1.21.5.zip (resourcepack)                                       |                                        | 
§f§lActually §6§l3D §fBlocks & Items!§7.zip (resourcepack)                          |                                        | 
§l3D§f Ladders v1.2.1 - 26.1.zip (resourcepack)                                     |                                        | 
